subject,seed,epoch,train_loss,val_loss,val_accuracy,val_balanced_accuracy,val_macro_f1,val_kappa,best_epoch,best_val_balanced_accuracy
sub-001,42,1,0.6945565462112426,0.6944516599178314,0.4625,0.4625,0.45835301527318534,-0.07499999999999996,1,0.4625
sub-001,42,2,0.7086175084114075,0.6921618580818176,0.525,0.525,0.5174603174603174,0.050000000000000044,2,0.525
sub-001,42,3,0.6587488532066346,0.6927898526191711,0.5125,0.5125,0.5062509890805508,0.025000000000000022,2,0.525
sub-001,42,4,0.6528135657310485,0.6943702399730682,0.525,0.525,0.5202020202020202,0.050000000000000044,2,0.525
sub-001,42,5,0.6318505048751831,0.6950894296169281,0.5375,0.5375,0.5339316643048339,0.07499999999999996,5,0.5375
sub-001,42,6,0.6199560284614563,0.6962979435920715,0.525,0.525,0.5202020202020202,0.050000000000000044,5,0.5375
sub-001,42,7,0.6083800315856933,0.7027413547039032,0.5,0.5,0.497171590194846,0.0,5,0.5375
sub-001,42,8,0.6068874597549438,0.714877188205719,0.4875,0.4875,0.48354589828373484,-0.02499999999999991,5,0.5375
sub-001,42,9,0.5951829314231872,0.7321062982082367,0.4875,0.48750000000000004,0.48549019607843136,-0.02499999999999991,5,0.5375
sub-001,42,10,0.5811958312988281,0.743423581123352,0.5,0.5,0.497171590194846,0.0,5,0.5375
sub-001,42,11,0.5771330833435059,0.7522163987159729,0.5125,0.5125,0.5105882352941176,0.025000000000000022,5,0.5375
sub-001,42,12,0.5615750670433044,0.7515798807144165,0.525,0.525,0.5223130106851037,0.050000000000000044,5,0.5375
sub-001,42,13,0.5696391224861145,0.7495880722999573,0.5,0.5,0.4987468671679198,0.0,5,0.5375
sub-001,42,14,0.5623230814933777,0.7456025183200836,0.525,0.5249999999999999,0.5238095238095238,0.050000000000000044,5,0.5375
sub-001,42,15,0.5652129650115967,0.7503000795841217,0.5125,0.5125,0.5118134877171022,0.025000000000000022,5,0.5375
sub-002,42,1,0.7312223672866821,0.6939362287521362,0.5769230769230769,0.5809210526315789,0.5683380848566157,0.16046966731898238,1,0.5809210526315789
sub-002,42,2,0.7054252862930298,0.6862714290618896,0.5897435897435898,0.594078947368421,0.5797979797979798,0.18644067796610175,2,0.594078947368421
sub-002,42,3,0.6514483690261841,0.6757100522518158,0.5897435897435898,0.5927631578947368,0.5853820598006645,0.1843137254901961,2,0.594078947368421
sub-002,42,4,0.6332404732704162,0.6598184704780579,0.6153846153846154,0.618421052631579,0.6112956810631229,0.23529411764705888,4,0.618421052631579
sub-002,42,5,0.6101772308349609,0.6438145637512207,0.6538461538461539,0.6572368421052632,0.6491754122938531,0.31221423905943824,5,0.6572368421052632
sub-002,42,6,0.5763357400894165,0.6274134814739227,0.6410256410256411,0.6447368421052632,0.6350267379679144,0.28720626631853785,5,0.6572368421052632
sub-002,42,7,0.5633092641830444,0.6113275289535522,0.6025641025641025,0.6059210526315789,0.5972013993003498,0.2103200522534291,5,0.6572368421052632
sub-002,42,8,0.5324141025543213,0.5965718924999237,0.6282051282051282,0.6309210526315789,0.6251864125932063,0.2603008502289078,5,0.6572368421052632
sub-002,42,9,0.5059645414352417,0.5886813700199127,0.6410256410256411,0.6434210526315789,0.6388888888888888,0.2853403141361257,5,0.6572368421052632
sub-002,42,10,0.46493825912475584,0.5742620527744293,0.6538461538461539,0.6559210526315788,0.6524178907410463,0.3104125736738703,5,0.6572368421052632
sub-002,42,11,0.45884195566177366,0.5660902261734009,0.6538461538461539,0.6559210526315788,0.6524178907410463,0.3104125736738703,5,0.6572368421052632
sub-002,42,12,0.470569109916687,0.5607026219367981,0.6666666666666666,0.6684210526315789,0.6657877389584708,0.33551769331585846,12,0.6684210526315789
sub-002,42,13,0.4515021026134491,0.5614207088947296,0.6666666666666666,0.6671052631578948,0.6666666666666666,0.3337713534822603,12,0.6684210526315789
sub-002,42,14,0.42943436503410337,0.563406452536583,0.6666666666666666,0.6671052631578948,0.6666666666666666,0.3337713534822603,12,0.6684210526315789
sub-002,42,15,0.40039242506027223,0.5687494724988937,0.6794871794871795,0.6796052631578948,0.6794344895610718,0.3589743589743589,15,0.6796052631578948
sub-002,42,16,0.4077656328678131,0.5607570707798004,0.6794871794871795,0.6796052631578948,0.6794344895610718,0.3589743589743589,15,0.6796052631578948
sub-002,42,17,0.4278287172317505,0.5586593449115753,0.6538461538461539,0.6546052631578947,0.6537892487259576,0.3086014445173999,15,0.6796052631578948
sub-002,42,18,0.37891383171081544,0.5686162561178207,0.6538461538461539,0.6546052631578947,0.6537892487259576,0.3086014445173999,15,0.6796052631578948
sub-002,42,19,0.39919803142547605,0.5641573518514633,0.6666666666666666,0.6671052631578948,0.6666666666666666,0.3337713534822603,15,0.6796052631578948
sub-002,42,20,0.3457536041736603,0.5623434782028198,0.6666666666666666,0.6671052631578948,0.6666666666666666,0.3337713534822603,15,0.6796052631578948
sub-002,42,21,0.3713252186775208,0.5515682995319366,0.6538461538461539,0.6539473684210526,0.6537892487259576,0.3076923076923077,15,0.6796052631578948
sub-002,42,22,0.3492702066898346,0.5373614728450775,0.6666666666666666,0.6671052631578948,0.6666666666666666,0.3337713534822603,15,0.6796052631578948
sub-002,42,23,0.3226478695869446,0.5299091041088104,0.6666666666666666,0.6671052631578948,0.6666666666666666,0.3337713534822603,15,0.6796052631578948
sub-002,42,24,0.3110741555690765,0.5221894532442093,0.6923076923076923,0.6927631578947369,0.6923076923076923,0.38501971090670173,24,0.6927631578947369
sub-002,42,25,0.34153868556022643,0.525110736489296,0.7051282051282052,0.7052631578947368,0.7050797303961861,0.41025641025641024,25,0.7052631578947368
sub-002,42,26,0.29232301712036135,0.5172072350978851,0.7051282051282052,0.7059210526315789,0.7050797303961861,0.4110308601444518,26,0.7059210526315789
sub-002,42,27,0.31578736901283266,0.5070468336343765,0.7051282051282052,0.7059210526315789,0.7050797303961861,0.4110308601444518,26,0.7059210526315789
sub-002,42,28,0.2916987925767899,0.5094095021486282,0.717948717948718,0.7190789473684212,0.7177631578947368,0.43700787401574803,28,0.7190789473684212
sub-002,42,29,0.2821617960929871,0.5246869772672653,0.7307692307692307,0.7315789473684211,0.7307249712313004,0.46224556795797767,29,0.7315789473684211
sub-002,42,30,0.24758367240428925,0.5181973725557327,0.717948717948718,0.7190789473684212,0.7177631578947368,0.43700787401574803,29,0.7315789473684211
sub-002,42,31,0.2541649341583252,0.5064292252063751,0.7307692307692307,0.7315789473684211,0.7307249712313004,0.46224556795797767,29,0.7315789473684211
sub-002,42,32,0.23763376474380493,0.5051386505365372,0.7435897435897436,0.743421052631579,0.743421052631579,0.48684210526315785,32,0.743421052631579
sub-002,42,33,0.23569303452968599,0.5139622986316681,0.7564102564102564,0.756578947368421,0.7563702120664146,0.5128205128205128,33,0.756578947368421
sub-002,42,34,0.24496020674705504,0.5331524014472961,0.7435897435897436,0.743421052631579,0.743421052631579,0.48684210526315785,33,0.756578947368421
sub-002,42,35,0.21123735308647157,0.5056783705949783,0.7435897435897436,0.7453947368421052,0.7429136453526697,0.4888597640891219,33,0.756578947368421
sub-002,42,36,0.24144535660743713,0.49602535367012024,0.7435897435897436,0.7453947368421052,0.7429136453526697,0.4888597640891219,33,0.756578947368421
sub-002,42,37,0.2175818294286728,0.49096818268299103,0.7564102564102564,0.7572368421052631,0.7563702120664146,0.5134602757715037,37,0.7572368421052631
sub-002,42,38,0.1799865573644638,0.5018154233694077,0.7564102564102564,0.756578947368421,0.7563702120664146,0.5128205128205128,37,0.7572368421052631
sub-002,42,39,0.19360006749629974,0.48654624819755554,0.7564102564102564,0.7578947368421052,0.7560493827160494,0.5140983606557377,39,0.7578947368421052
sub-002,42,40,0.1859288990497589,0.48823241889476776,0.7435897435897436,0.7453947368421052,0.7429136453526697,0.4888597640891219,39,0.7578947368421052
sub-002,42,41,0.22857586145401002,0.4766295552253723,0.7564102564102564,0.7578947368421052,0.7560493827160494,0.5140983606557377,39,0.7578947368421052
sub-002,42,42,0.1863313674926758,0.4671728312969208,0.7564102564102564,0.7578947368421052,0.7560493827160494,0.5140983606557377,39,0.7578947368421052
sub-002,42,43,0.21064122021198273,0.4584925174713135,0.7948717948717948,0.7960526315789473,0.7947368421052632,0.5905511811023623,43,0.7960526315789473
sub-002,42,44,0.16435591280460357,0.45059528946876526,0.782051282051282,0.7828947368421053,0.7820154529015289,0.5646749835850295,43,0.7960526315789473
sub-002,42,45,0.1586891621351242,0.45431743562221527,0.7948717948717948,0.7953947368421053,0.7948717948717948,0.5900131406044679,43,0.7960526315789473
sub-002,42,46,0.16145451068878175,0.4614183008670807,0.7692307692307693,0.7690789473684211,0.7690789473684211,0.5381578947368421,43,0.7960526315789473
sub-002,42,47,0.16097679883241653,0.4507584124803543,0.7692307692307693,0.7690789473684211,0.7690789473684211,0.5381578947368421,43,0.7960526315789473
sub-002,42,48,0.16617182940244674,0.44061340391635895,0.7692307692307693,0.7697368421052632,0.7692307692307693,0.5387647831800263,43,0.7960526315789473
sub-002,42,49,0.14697415977716446,0.42981454730033875,0.7692307692307693,0.7697368421052632,0.7692307692307693,0.5387647831800263,43,0.7960526315789473
sub-002,42,50,0.16756295561790466,0.42044970393180847,0.782051282051282,0.7822368421052632,0.7820154529015289,0.5641025641025641,43,0.7960526315789473
sub-003,42,1,0.7432937741279602,0.6984168291091919,0.4155844155844156,0.4126180836707153,0.3818019625334523,-0.17577197149643697,1,0.4126180836707153
sub-003,42,2,0.6754414439201355,0.6920468211174011,0.4675324675324675,0.4659244264507423,0.4583976668382227,-0.06835871404399319,2,0.4659244264507423
sub-003,42,3,0.6633536577224731,0.690726101398468,0.5194805194805194,0.5185560053981106,0.5165450534532496,0.03717472118959109,3,0.5185560053981106
sub-003,42,4,0.6554520964622498,0.6933774352073669,0.5194805194805194,0.5195681511470984,0.5194805194805194,0.039123102866779114,4,0.5195681511470984
sub-003,42,5,0.6307401776313781,0.7054614722728729,0.5584415584415584,0.558029689608637,0.5577702702702703,0.11613774476704919,5,0.558029689608637
sub-003,42,6,0.6212357878684998,0.7268525063991547,0.5324675324675324,0.5323886639676113,0.5323886639676113,0.06477732793522273,5,0.558029689608637
sub-003,42,7,0.6303456068038941,0.7583055794239044,0.5324675324675324,0.5323886639676113,0.5323886639676113,0.06477732793522273,5,0.558029689608637
sub-003,42,8,0.6174416899681091,0.777717262506485,0.5454545454545454,0.5452091767881242,0.5451476793248945,0.09044886938913266,5,0.558029689608637
sub-003,42,9,0.5936831593513489,0.7974149584770203,0.5584415584415584,0.558029689608637,0.5577702702702703,0.11613774476704919,5,0.558029689608637
sub-003,42,10,0.5756901860237121,0.8134185075759888,0.5454545454545454,0.5452091767881242,0.5451476793248945,0.09044886938913266,5,0.558029689608637
sub-003,42,11,0.5653701305389405,0.8301748931407928,0.5454545454545454,0.5448717948717949,0.5442245898866903,0.08983451536643028,5,0.558029689608637
sub-003,42,12,0.5582131743431091,0.838621973991394,0.5844155844155844,0.5836707152496626,0.5826558265582655,0.16756756756756752,12,0.5836707152496626
sub-003,42,13,0.5405826330184936,0.84299635887146,0.5974025974025974,0.5968286099865048,0.5963132081853543,0.19385342789598103,13,0.5968286099865048
sub-003,42,14,0.5414196014404297,0.8585059344768524,0.5714285714285714,0.5708502024291497,0.5702688990360223,0.14184397163120566,13,0.5968286099865048
sub-003,42,15,0.5203827738761901,0.877748042345047,0.5714285714285714,0.5708502024291497,0.5702688990360223,0.14184397163120566,13,0.5968286099865048
sub-003,42,16,0.529147720336914,0.8907670974731445,0.5974025974025974,0.597165991902834,0.5971308016877637,0.19439757003037472,16,0.597165991902834
sub-003,42,17,0.5154397010803222,0.9060178995132446,0.6103896103896104,0.6103238866396761,0.6103238866396761,0.22064777327935226,17,0.6103238866396761
sub-003,42,18,0.48612109422683714,0.9223147332668304,0.6233766233766234,0.623144399460189,0.6231223628691983,0.24637192035099564,18,0.623144399460189
