subject,method,lambda_stability,band,mean_score,session_std,weight
sub-006,FBCSP-equal,0.5,8-12Hz,0.5280869372494604,0.032633515051851546,1.0
sub-006,FBCSP-equal,0.5,12-16Hz,0.5064583012128687,0.015709633485360714,1.0
sub-006,FBCSP-equal,0.5,16-20Hz,0.5013611046870182,0.01173793989664245,1.0
sub-006,FBCSP-equal,0.5,20-24Hz,0.5176630434782609,0.01455277990313372,1.0
sub-006,FBCSP-equal,0.5,24-28Hz,0.49105477181621954,0.024309083038803775,1.0
sub-006,FBCSP-equal,0.5,28-32Hz,0.5016807033096926,0.009925319549042237,1.0
sub-006,FBCSP-equal,0.5,32-36Hz,0.514701536643026,0.031902835011771394,1.0
sub-006,FBCSP-equal,0.5,36-40Hz,0.4990580673758865,0.008748644452886827,1.0
sub-006,FBCSP-innerLOSO-weighted,0.5,4-8Hz,0.4891575765751876,0.024612937116848022,0.01687289191276884
sub-006,FBCSP-innerLOSO-weighted,0.5,8-12Hz,0.5280869372494604,0.032633515051851546,0.4344286471854374
sub-006,FBCSP-innerLOSO-weighted,0.5,12-16Hz,0.5064583012128687,0.015709633485360714,0.07147204158075136
sub-006,FBCSP-innerLOSO-weighted,0.5,16-20Hz,0.5013611046870182,0.01173793989664245,0.046711422718205865
sub-006,FBCSP-innerLOSO-weighted,0.5,20-24Hz,0.5176630434782609,0.01455277990313372,0.18204367049626788
sub-006,FBCSP-innerLOSO-weighted,0.5,24-28Hz,0.49105477181621954,0.024309083038803775,0.01976698419407891
sub-006,FBCSP-innerLOSO-weighted,0.5,28-32Hz,0.5016807033096926,0.009925319549042237,0.04797387127004697
sub-006,FBCSP-innerLOSO-weighted,0.5,32-36Hz,0.514701536643026,0.031902835011771394,0.14218572100570998
sub-006,FBCSP-innerLOSO-weighted,0.5,36-40Hz,0.4990580673758865,0.008748644452886827,0.038544749636733
sub-006,Stable-FBCSP-V2,0.5,4-8Hz,0.4891575765751876,0.024612937116848022,0.014627119106034333
sub-006,Stable-FBCSP-V2,0.5,8-12Hz,0.5280869372494604,0.032633515051851546,0.23756154829309223
sub-006,Stable-FBCSP-V2,0.5,12-16Hz,0.5064583012128687,0.015709633485360714,0.10333343041846159
sub-006,Stable-FBCSP-V2,0.5,16-20Hz,0.5013611046870182,0.01173793989664245,0.08484389534930775
sub-006,Stable-FBCSP-V2,0.5,20-24Hz,0.5176630434782609,0.01455277990313372,0.2812829931042902
sub-006,Stable-FBCSP-V2,0.5,24-28Hz,0.49105477181621954,0.024309083038803775,0.017437763288924813
sub-006,Stable-FBCSP-V2,0.5,28-32Hz,0.5016807033096926,0.009925319549042237,0.09670005752254651
sub-006,Stable-FBCSP-V2,0.5,32-36Hz,0.514701536643026,0.031902835011771394,0.08108564495455248
sub-006,Stable-FBCSP-V2,0.5,36-40Hz,0.4990580673758865,0.008748644452886827,0.08312754796278998
