family,method,protocol,alignment,seed,n_subjects,elapsed_seconds,device,args,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,macro_f1_mean,macro_f1_std,kappa_mean,kappa_std,epochs_ran_mean,epochs_ran_std,train_seconds_mean,train_seconds_std
alignment_deep_learning,EA+EEGNet-compressed,cross_session_train_1-4_test_5,euclidean_alignment_unsupervised_target,2024,25,47.138286113739014,cuda,"{'subjects': ['1'], 'all_subjects': True, 'epochs': 50, 'batch_size': 64, 'seed': 2024, 'lr': 0.001, 'weight_decay': 0.0001, 'dropout': 0.5, 'patience': 10, 'min_delta': 0.0001, 'val_fraction': 0.2, 'amp': True, 'tag': 'compressed50'}",0.5787070326385559,0.10403181550678886,0.5783503896852491,0.10405022334494253,0.5621909443026986,0.11839826917568756,0.15660345826149996,0.2079800788860972,23.12,9.934451838593478,1.375948305130005,0.5245856430304292
