protocol,method,n_rows,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,macro_f1_mean,macro_f1_std,kappa_mean,kappa_std
cross_session_train_1-4_test_5,FBCSP-discriminative-weighted,25,0.5169327550402648,0.05523332151608181,0.5154290495116896,0.05431190889834044,0.42573853503535775,0.09774372789725265,0.03099100806628457,0.10887519153279385
cross_session_train_1-4_test_5,FBCSP-equal,25,0.5170834815925484,0.05128396797918582,0.5152449291731186,0.050408540604095,0.4155823186849751,0.09818758910953841,0.030607009258995507,0.10124021286930042
cross_session_train_1-4_test_5,Stable-FBCSP,25,0.5059982503363848,0.059680023297320126,0.5041753986826933,0.05901542146805007,0.4042288633846721,0.09267641620859762,0.008424621716703355,0.11831695558548683
