subject,protocol,method,alignment,seed,epochs_ran,best_epoch,best_val_balanced_accuracy,train_sessions,val_strategy,test_session,n_train,n_val,n_test,accuracy,balanced_accuracy,macro_f1,kappa,train_seconds
sub-011,cross_session_train_1-4_test_5,EA+EEGNet-compressed,euclidean_alignment_unsupervised_target,2024,12,2,0.6067307692307693,"1,2,3,4",stratified_train_split_0.20,5,315,79,100,0.52,0.52,0.52,0.040000000000000036,0.6778771877288818
sub-012,cross_session_train_1-4_test_5,EA+EEGNet-compressed,euclidean_alignment_unsupervised_target,2024,11,1,0.6017069701280228,"1,2,3,4",stratified_train_split_0.20,5,300,75,83,0.5783132530120482,0.543144208037825,0.5241605241605242,0.09133562715045362,0.654874324798584
sub-013,cross_session_train_1-4_test_5,EA+EEGNet-compressed,euclidean_alignment_unsupervised_target,2024,24,14,0.7717105263157895,"1,2,3,4",stratified_train_split_0.20,5,311,78,100,0.83,0.83,0.8299829982998299,0.6599999999999999,1.4496052265167236
sub-014,cross_session_train_1-4_test_5,EA+EEGNet-compressed,euclidean_alignment_unsupervised_target,2024,12,2,0.536036036036036,"1,2,3,4",stratified_train_split_0.20,5,303,76,100,0.54,0.54,0.5392628205128205,0.07999999999999996,0.6745278835296631
sub-015,cross_session_train_1-4_test_5,EA+EEGNet-compressed,euclidean_alignment_unsupervised_target,2024,50,47,0.6933760683760684,"1,2,3,4",stratified_train_split_0.20,5,300,75,98,0.5204081632653061,0.5195833333333334,0.519156488151164,0.039215686274509776,2.676109552383423
sub-016,cross_session_train_1-4_test_5,EA+EEGNet-compressed,euclidean_alignment_unsupervised_target,2024,27,17,0.5971153846153846,"1,2,3,4",stratified_train_split_0.20,5,316,79,91,0.6263736263736264,0.632495164410058,0.6159384309831182,0.2615751789976134,1.6810588836669922
sub-017,cross_session_train_1-4_test_5,EA+EEGNet-compressed,euclidean_alignment_unsupervised_target,2024,28,18,0.55,"1,2,3,4",stratified_train_split_0.20,5,318,80,95,0.49473684210526314,0.4966755319148936,0.478021978021978,-0.0066225165562912025,1.559037685394287
sub-018,cross_session_train_1-4_test_5,EA+EEGNet-compressed,euclidean_alignment_unsupervised_target,2024,33,23,0.6974358974358974,"1,2,3,4",stratified_train_split_0.20,5,315,79,100,0.59,0.59,0.5805626598465473,0.18000000000000005,1.81069016456604
sub-019,cross_session_train_1-4_test_5,EA+EEGNet-compressed,euclidean_alignment_unsupervised_target,2024,22,12,0.618421052631579,"1,2,3,4",stratified_train_split_0.20,5,300,76,93,0.5268817204301075,0.5382653061224489,0.5105263157894737,0.07462686567164178,1.2373666763305664
sub-020,cross_session_train_1-4_test_5,EA+EEGNet-compressed,euclidean_alignment_unsupervised_target,2024,24,14,0.7948717948717949,"1,2,3,4",stratified_train_split_0.20,5,311,78,100,0.87,0.87,0.8696741854636592,0.74,1.347381353378296
sub-021,cross_session_train_1-4_test_5,EA+EEGNet-compressed,euclidean_alignment_unsupervised_target,2024,19,9,0.8076923076923077,"1,2,3,4",stratified_train_split_0.20,5,308,78,96,0.7083333333333334,0.7082066869300911,0.7082066869300911,0.4164133738601823,1.0546081066131592
sub-022,cross_session_train_1-4_test_5,EA+EEGNet-compressed,euclidean_alignment_unsupervised_target,2024,38,28,0.7307692307692308,"1,2,3,4",stratified_train_split_0.20,5,309,78,93,0.5913978494623656,0.5909722222222222,0.5909722222222222,0.18194444444444446,2.1051673889160156
sub-023,cross_session_train_1-4_test_5,EA+EEGNet-compressed,euclidean_alignment_unsupervised_target,2024,21,11,0.7051282051282051,"1,2,3,4",stratified_train_split_0.20,5,311,78,97,0.6804123711340206,0.6817602040816326,0.6754452239611441,0.36251854992580035,1.1042206287384033
sub-024,cross_session_train_1-4_test_5,EA+EEGNet-compressed,euclidean_alignment_unsupervised_target,2024,17,7,0.6764705882352942,"1,2,3,4",stratified_train_split_0.20,5,269,68,100,0.53,0.53,0.5160127690248172,0.06000000000000005,0.9326968193054199
sub-025,cross_session_train_1-4_test_5,EA+EEGNet-compressed,euclidean_alignment_unsupervised_target,2024,12,2,0.4913663663663663,"1,2,3,4",stratified_train_split_0.20,5,289,73,100,0.53,0.53,0.48684354187138335,0.06000000000000005,0.7200617790222168
