method,protocol,seed,n_subjects,elapsed_seconds,device,args,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,macro_f1_mean,macro_f1_std,kappa_mean,kappa_std,epochs_ran_mean,epochs_ran_std,train_seconds_mean,train_seconds_std
EEGNet-compressed,cross_session_train_1-4_test_5,42,25,49.64282751083374,cuda,"{'subjects': ['1'], 'all_subjects': True, 'epochs': 50, 'batch_size': 64, 'seed': 42, 'lr': 0.001, 'weight_decay': 0.0001, 'dropout': 0.5, 'patience': 10, 'min_delta': 0.0001, 'val_fraction': 0.2, 'cpu': False, 'amp': True, 'save_checkpoints': False, 'tag': 'compressed50'}",0.5711124106713175,0.11819895917649519,0.5720658403138391,0.11821876449874077,0.561090800316125,0.12642737626406111,0.14380506122426695,0.23610524503016705,22.08,9.915980368408695,1.5469999027252197,0.6621449804357395
