protocol,method,n_rows,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,macro_f1_mean,macro_f1_std,kappa_mean,kappa_std
cross_session_train_1-4_test_5,CSP-LDA,25,0.5315010599862574,0.06459893998984836,0.5302956645922554,0.06524856725967612,0.47502098482255695,0.09652027105655965,0.06053209612716504,0.13057789670699432
cross_session_train_1-4_test_5,FBCSP-LDA,25,0.5075298898620325,0.0358124594448577,0.5061181876543859,0.03641505212644662,0.4141492115179002,0.07161643794472417,0.011975503860527797,0.07353967850872938
within_session_5fold,CSP-LDA,125,0.603670328888849,0.16159638413513308,0.6033734716173651,0.16171095771803226,0.602366606997906,0.16219836471185817,0.2067924306258207,0.32341623536985514
within_session_5fold,FBCSP-LDA,125,0.6059206611853516,0.13286343105797221,0.6056022072937632,0.13305699148627304,0.6047086202233477,0.13344538126190242,0.21120850419938764,0.2660607119937434
