subject,protocol,method,train_sessions,test_session,n_train,n_test,accuracy,balanced_accuracy,macro_f1,kappa
sub-017,within_session_5fold,CSP-LDA,ses-04,ses-04,100,100,0.56,0.56,0.5584102769971899,0.12
sub-017,within_session_5fold,CSP-LDA,ses-05,ses-05,95,95,0.5368421052631579,0.5365691489361701,0.536379769299024,0.07317073170731703
sub-017,cross_session_train_1-4_test_5,CSP-LDA,"ses-01,ses-02,ses-03,ses-04",ses-05,398,95,0.49473684210526314,0.49069148936170215,0.4043887147335423,-0.018766756032171372
sub-017,within_session_5fold,FBCSP-LDA,ses-01,ses-01,100,100,0.74,0.74,0.7383252818035426,0.48
sub-017,within_session_5fold,FBCSP-LDA,ses-02,ses-02,100,100,0.46,0.45999999999999996,0.45978391356542614,-0.08000000000000007
sub-017,within_session_5fold,FBCSP-LDA,ses-03,ses-03,98,98,0.5,0.50125,0.49869506211504333,0.002492729538845051
sub-017,within_session_5fold,FBCSP-LDA,ses-04,ses-04,100,100,0.51,0.51,0.5087719298245614,0.020000000000000018
sub-017,within_session_5fold,FBCSP-LDA,ses-05,ses-05,95,95,0.4,0.39937943262411346,0.3975970630770942,-0.20146438872864447
sub-017,cross_session_train_1-4_test_5,FBCSP-LDA,"ses-01,ses-02,ses-03,ses-04",ses-05,398,95,0.45263157894736844,0.4570035460992908,0.34168443496801704,-0.0852372583479788
sub-018,within_session_5fold,CSP-LDA,ses-01,ses-01,94,94,0.5,0.4995471014492754,0.49949020052112836,-0.0009062075215224841
sub-018,within_session_5fold,CSP-LDA,ses-02,ses-02,100,100,0.5,0.5,0.49979991996798717,0.0
sub-018,within_session_5fold,CSP-LDA,ses-03,ses-03,100,100,0.61,0.61,0.6096486838154338,0.21999999999999997
sub-018,within_session_5fold,CSP-LDA,ses-04,ses-04,100,100,0.52,0.52,0.5151515151515151,0.040000000000000036
sub-018,within_session_5fold,CSP-LDA,ses-05,ses-05,100,100,0.62,0.62,0.6175523349436394,0.24
sub-018,cross_session_train_1-4_test_5,CSP-LDA,"ses-01,ses-02,ses-03,ses-04",ses-05,394,100,0.55,0.55,0.52,0.09999999999999998
sub-018,within_session_5fold,FBCSP-LDA,ses-01,ses-01,94,94,0.43617021276595747,0.43523550724637683,0.43457042333446827,-0.12970521541950109
sub-018,within_session_5fold,FBCSP-LDA,ses-02,ses-02,100,100,0.54,0.54,0.5353535353535354,0.07999999999999996
sub-018,within_session_5fold,FBCSP-LDA,ses-03,ses-03,100,100,0.48,0.48,0.4797919167667067,-0.040000000000000036
sub-018,within_session_5fold,FBCSP-LDA,ses-04,ses-04,100,100,0.7,0.7,0.7,0.4
sub-018,within_session_5fold,FBCSP-LDA,ses-05,ses-05,100,100,0.69,0.69,0.6892230576441103,0.38
sub-018,cross_session_train_1-4_test_5,FBCSP-LDA,"ses-01,ses-02,ses-03,ses-04",ses-05,394,100,0.52,0.52,0.39117199391172,0.040000000000000036
sub-019,within_session_5fold,CSP-LDA,ses-01,ses-01,95,95,0.7157894736842105,0.7151730257320319,0.7152847152847153,0.4306326304106548
sub-019,within_session_5fold,CSP-LDA,ses-02,ses-02,95,95,0.6526315789473685,0.6538120567375887,0.6487394957983194,0.3068759672783551
sub-019,within_session_5fold,CSP-LDA,ses-03,ses-03,94,94,0.8404255319148937,0.8396825396825396,0.8399727613210759,0.6799818429414435
sub-019,within_session_5fold,CSP-LDA,ses-04,ses-04,92,92,0.4782608695652174,0.47801418439716314,0.47801418439716314,-0.04397163120567371
sub-019,within_session_5fold,CSP-LDA,ses-05,ses-05,93,93,0.6774193548387096,0.6753246753246753,0.6755813953488372,0.35146443514644354
sub-019,cross_session_train_1-4_test_5,CSP-LDA,"ses-01,ses-02,ses-03,ses-04",ses-05,376,93,0.44086021505376344,0.4346011131725417,0.42971698113207546,-0.1320224719101124
sub-019,within_session_5fold,FBCSP-LDA,ses-01,ses-01,95,95,0.6,0.596938775510204,0.594564240790656,0.19491525423728817
sub-019,within_session_5fold,FBCSP-LDA,ses-02,ses-02,95,95,0.8210526315789474,0.8215868794326242,0.8207348207348207,0.6424618109364623
sub-019,within_session_5fold,FBCSP-LDA,ses-03,ses-03,94,94,0.5957446808510638,0.5950113378684807,0.5950113378684807,0.19002267573696152
sub-019,within_session_5fold,FBCSP-LDA,ses-04,ses-04,92,92,0.5,0.500709219858156,0.4997635933806146,0.0014157621519585994
sub-019,within_session_5fold,FBCSP-LDA,ses-05,ses-05,93,93,0.5483870967741935,0.5459183673469388,0.5458139534883721,0.09205020920502094
sub-019,cross_session_train_1-4_test_5,FBCSP-LDA,"ses-01,ses-02,ses-03,ses-04",ses-05,376,93,0.44086021505376344,0.4659090909090909,0.30597014925373134,-0.0647291941875825
sub-020,within_session_5fold,CSP-LDA,ses-01,ses-01,89,89,0.9213483146067416,0.9214646464646464,0.9213483146067416,0.8427164857359253
sub-020,within_session_5fold,CSP-LDA,ses-02,ses-02,100,100,0.97,0.97,0.9699729756781104,0.94
sub-020,within_session_5fold,CSP-LDA,ses-03,ses-03,100,100,0.43,0.43,0.4285714285714286,-0.1399999999999999
sub-020,within_session_5fold,CSP-LDA,ses-04,ses-04,100,100,1.0,1.0,1.0,1.0
sub-020,within_session_5fold,CSP-LDA,ses-05,ses-05,100,100,1.0,1.0,1.0,1.0
sub-020,cross_session_train_1-4_test_5,CSP-LDA,"ses-01,ses-02,ses-03,ses-04",ses-05,389,100,0.56,0.56,0.45436507936507936,0.12
sub-020,within_session_5fold,FBCSP-LDA,ses-01,ses-01,89,89,0.8202247191011236,0.8204545454545455,0.8202020202020202,0.6405855628470469
sub-020,within_session_5fold,FBCSP-LDA,ses-02,ses-02,100,100,0.96,0.96,0.959983993597439,0.92
sub-020,within_session_5fold,FBCSP-LDA,ses-03,ses-03,100,100,0.43,0.43,0.4285714285714286,-0.1399999999999999
sub-020,within_session_5fold,FBCSP-LDA,ses-04,ses-04,100,100,0.96,0.96,0.96,0.92
sub-020,within_session_5fold,FBCSP-LDA,ses-05,ses-05,100,100,0.95,0.95,0.9499949994999499,0.9
sub-020,cross_session_train_1-4_test_5,FBCSP-LDA,"ses-01,ses-02,ses-03,ses-04",ses-05,389,100,0.49,0.49,0.3985139757046821,-0.020000000000000018
sub-021,within_session_5fold,CSP-LDA,ses-01,ses-01,94,94,0.8617021276595744,0.8617021276595744,0.8616864742501416,0.7234042553191489
sub-021,within_session_5fold,CSP-LDA,ses-02,ses-02,99,99,0.5454545454545454,0.5444897959183673,0.5407689928873312,0.0891433244735228
sub-021,within_session_5fold,CSP-LDA,ses-03,ses-03,93,93,0.8279569892473119,0.8286308973172988,0.8274582560296846,0.6563510392609699
sub-021,within_session_5fold,CSP-LDA,ses-04,ses-04,100,100,0.89,0.89,0.8899889988998899,0.78
sub-021,within_session_5fold,CSP-LDA,ses-05,ses-05,96,96,0.7604166666666666,0.7605297438124186,0.7603906673901248,0.5208333333333333
sub-021,cross_session_train_1-4_test_5,CSP-LDA,"ses-01,ses-02,ses-03,ses-04",ses-05,386,96,0.71875,0.7184107685627443,0.718475073313783,0.4370112945264987
sub-021,within_session_5fold,FBCSP-LDA,ses-01,ses-01,94,94,0.7553191489361702,0.7553191489361701,0.7546249006923165,0.5106382978723405
sub-021,within_session_5fold,FBCSP-LDA,ses-02,ses-02,99,99,0.6363636363636364,0.6369387755102041,0.6354337152209493,0.273542600896861
sub-021,within_session_5fold,FBCSP-LDA,ses-03,ses-03,93,93,0.6666666666666666,0.6672062904717854,0.6660488821962238,0.33402633402633397
sub-021,within_session_5fold,FBCSP-LDA,ses-04,ses-04,100,100,0.7,0.7,0.6995192307692308,0.4
sub-021,within_session_5fold,FBCSP-LDA,ses-05,ses-05,96,96,0.71875,0.7179765523230568,0.717984985311718,0.4365217391304348
sub-021,cross_session_train_1-4_test_5,FBCSP-LDA,"ses-01,ses-02,ses-03,ses-04",ses-05,386,96,0.5416666666666666,0.5319148936170213,0.40507042253521125,0.06507304116865875
sub-022,within_session_5fold,CSP-LDA,ses-01,ses-01,87,87,0.47126436781609193,0.4719873150105708,0.4695121951219512,-0.055936675461741414
sub-022,within_session_5fold,CSP-LDA,ses-02,ses-02,100,100,0.86,0.86,0.8599439775910365,0.72
sub-022,within_session_5fold,CSP-LDA,ses-03,ses-03,100,100,0.45,0.45,0.4499449944994499,-0.10000000000000009
sub-022,within_session_5fold,CSP-LDA,ses-04,ses-04,100,100,0.92,0.9199999999999999,0.9199679871948779,0.84
sub-022,within_session_5fold,CSP-LDA,ses-05,ses-05,93,93,0.5698924731182796,0.5708333333333333,0.5698427382053655,0.1412742382271468
sub-022,cross_session_train_1-4_test_5,CSP-LDA,"ses-01,ses-02,ses-03,ses-04",ses-05,387,93,0.46236559139784944,0.46458333333333335,0.46080705009276435,-0.07044198895027631
sub-022,within_session_5fold,FBCSP-LDA,ses-01,ses-01,87,87,0.5172413793103449,0.5171775898520085,0.5171775898520085,0.034355179704016914
sub-022,within_session_5fold,FBCSP-LDA,ses-02,ses-02,100,100,0.72,0.72,0.719551282051282,0.43999999999999995
sub-022,within_session_5fold,FBCSP-LDA,ses-03,ses-03,100,100,0.47,0.47,0.46994699469946993,-0.06000000000000005
sub-022,within_session_5fold,FBCSP-LDA,ses-04,ses-04,100,100,0.69,0.69,0.6884735202492211,0.38
sub-022,within_session_5fold,FBCSP-LDA,ses-05,ses-05,93,93,0.4731182795698925,0.47291666666666665,0.47287449392712555,-0.05412907702984038
sub-022,cross_session_train_1-4_test_5,FBCSP-LDA,"ses-01,ses-02,ses-03,ses-04",ses-05,387,93,0.4731182795698925,0.4652777777777778,0.4355258268301747,-0.07047216349541907
sub-023,within_session_5fold,CSP-LDA,ses-01,ses-01,96,96,0.5520833333333334,0.5520833333333333,0.5508649766075508,0.10416666666666663
sub-023,within_session_5fold,CSP-LDA,ses-02,ses-02,94,94,0.6063829787234043,0.6059782608695652,0.6059816472187607,0.21205256003624828
sub-023,within_session_5fold,CSP-LDA,ses-03,ses-03,99,99,0.7575757575757576,0.756938775510204,0.756357670221493,0.5145075602778912
sub-023,within_session_5fold,CSP-LDA,ses-04,ses-04,100,100,0.87,0.87,0.8699869986998701,0.74
sub-023,within_session_5fold,CSP-LDA,ses-05,ses-05,97,97,0.6185567010309279,0.6181972789115646,0.6179069519855211,0.23654541586896405
sub-023,cross_session_train_1-4_test_5,CSP-LDA,"ses-01,ses-02,ses-03,ses-04",ses-05,389,97,0.5051546391752577,0.5074404761904762,0.4808206958073149,0.014811680067710609
sub-023,within_session_5fold,FBCSP-LDA,ses-01,ses-01,96,96,0.6354166666666666,0.6354166666666666,0.6350602802215706,0.27083333333333337
sub-023,within_session_5fold,FBCSP-LDA,ses-02,ses-02,94,94,0.7021276595744681,0.7015398550724637,0.7015873015873015,0.4034451495920218
sub-023,within_session_5fold,FBCSP-LDA,ses-03,ses-03,99,99,0.6161616161616161,0.616326530612245,0.6161224489795918,0.2325581395348837
sub-023,within_session_5fold,FBCSP-LDA,ses-04,ses-04,100,100,0.63,0.63,0.6296667000300271,0.26
sub-023,within_session_5fold,FBCSP-LDA,ses-05,ses-05,97,97,0.6288659793814433,0.629251700680272,0.6285106382978723,0.2582837723024639
sub-023,cross_session_train_1-4_test_5,FBCSP-LDA,"ses-01,ses-02,ses-03,ses-04",ses-05,389,97,0.5051546391752577,0.5023384353741497,0.46359447004608295,0.004702864471996748
sub-024,within_session_5fold,CSP-LDA,ses-01,ses-01,74,74,0.47297297297297297,0.46776556776556777,0.46506024096385545,-0.06494464944649447
sub-024,within_session_5fold,CSP-LDA,ses-02,ses-02,82,82,0.5121951219512195,0.5095693779904306,0.5095693779904306,0.019138755980861233
sub-024,within_session_5fold,CSP-LDA,ses-03,ses-03,83,83,0.6626506024096386,0.6613372093023255,0.6614219114219114,0.3232382061735585
sub-024,within_session_5fold,CSP-LDA,ses-04,ses-04,98,98,0.5408163265306123,0.5420833333333333,0.5396179141872847,0.08392189447444953
sub-024,within_session_5fold,CSP-LDA,ses-05,ses-05,100,100,0.54,0.54,0.54,0.07999999999999996
sub-024,cross_session_train_1-4_test_5,CSP-LDA,"ses-01,ses-02,ses-03,ses-04",ses-05,337,100,0.55,0.55,0.5331465919701214,0.09999999999999998
sub-024,within_session_5fold,FBCSP-LDA,ses-01,ses-01,74,74,0.44594594594594594,0.44505494505494503,0.4450338394000366,-0.10972933430870535
sub-024,within_session_5fold,FBCSP-LDA,ses-02,ses-02,82,82,0.5487804878048781,0.5436602870813397,0.5432786391690501,0.0877931449188214
sub-024,within_session_5fold,FBCSP-LDA,ses-03,ses-03,83,83,0.5542168674698795,0.5523255813953488,0.5518750912009338,0.10492567764500138
sub-024,within_session_5fold,FBCSP-LDA,ses-04,ses-04,98,98,0.5816326530612245,0.5829166666666667,0.580540766259526,0.165351059410054
sub-024,within_session_5fold,FBCSP-LDA,ses-05,ses-05,100,100,0.44,0.44,0.4391025641025641,-0.1200000000000001
sub-024,cross_session_train_1-4_test_5,FBCSP-LDA,"ses-01,ses-02,ses-03,ses-04",ses-05,337,100,0.5,0.5,0.3503118503118503,0.0
sub-025,within_session_5fold,CSP-LDA,ses-01,ses-01,88,88,0.5113636363636364,0.5108527131782945,0.5107950872656755,0.021716649431230528
sub-025,within_session_5fold,CSP-LDA,ses-02,ses-02,92,92,0.4782608695652174,0.47895981087470446,0.47801418439716314,-0.0420009438414346
sub-025,within_session_5fold,CSP-LDA,ses-03,ses-03,94,94,0.3404255319148936,0.3392210144927536,0.33772727272727276,-0.32214156079854805
sub-025,within_session_5fold,CSP-LDA,ses-04,ses-04,88,88,0.5681818181818182,0.5674418604651162,0.5672877846790891,0.13502327987584062
sub-025,within_session_5fold,CSP-LDA,ses-05,ses-05,100,100,0.45,0.45,0.4499449944994499,-0.10000000000000009
sub-025,cross_session_train_1-4_test_5,CSP-LDA,"ses-01,ses-02,ses-03,ses-04",ses-05,362,100,0.5,0.5,0.36580416032470825,0.0
sub-025,within_session_5fold,FBCSP-LDA,ses-01,ses-01,88,88,0.7613636363636364,0.7609819121447028,0.7610859728506787,0.5222337125129266
sub-025,within_session_5fold,FBCSP-LDA,ses-02,ses-02,92,92,0.7391304347826086,0.7375886524822695,0.7371428571428571,0.4765291607396871
sub-025,within_session_5fold,FBCSP-LDA,ses-03,ses-03,94,94,0.648936170212766,0.6480978260869565,0.6479400749063671,0.29659863945578235
sub-025,within_session_5fold,FBCSP-LDA,ses-04,ses-04,88,88,0.7840909090909091,0.7847545219638243,0.7840630246674416,0.5686274509803921
sub-025,within_session_5fold,FBCSP-LDA,ses-05,ses-05,100,100,0.79,0.79,0.78997899789979,0.5800000000000001
sub-025,cross_session_train_1-4_test_5,FBCSP-LDA,"ses-01,ses-02,ses-03,ses-04",ses-05,362,100,0.56,0.56,0.5098039215686274,0.12
