family,method,protocol,alignment,n_rows,n_subjects,n_seeds,seeds,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,macro_f1_mean,macro_f1_std,kappa_mean,kappa_std,epochs_ran_mean,epochs_ran_std,train_seconds_mean,train_seconds_std
alignment_deep_learning,EA+EEGNet-compressed,cross_session_train_1-4_test_5,euclidean_alignment_unsupervised_target,75,25,3,"42,2024,3407",0.577556589652125,0.10374576720720977,0.5781675929935359,0.10364087165458742,0.5652457991141059,0.11348573943127796,0.1560356924650986,0.20704098879383806,24.133333333333333,11.360592548941408,1.4148690700531006,0.6004647570112597
