family,method,protocol,alignment,seed,n_subjects,elapsed_seconds,device,args,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,macro_f1_mean,macro_f1_std,kappa_mean,kappa_std,epochs_ran_mean,epochs_ran_std,train_seconds_mean,train_seconds_std
alignment_deep_learning,EA+EEGNet-compressed,cross_session_train_1-4_test_5,euclidean_alignment_unsupervised_target,42,25,49.70936894416809,cuda,"{'subjects': ['1'], 'all_subjects': True, 'epochs': 50, 'batch_size': 64, 'seed': 42, 'lr': 0.001, 'weight_decay': 0.0001, 'dropout': 0.5, 'patience': 10, 'min_delta': 0.0001, 'val_fraction': 0.2, 'amp': True, 'tag': 'compressed50'}",0.5802094377252873,0.10924517332014437,0.5813595749758703,0.10865032100903108,0.5737879089634476,0.11290887556644971,0.1624953119659046,0.21710636105846162,25.24,12.748463959761322,1.4775196933746337,0.6832260873352547
