subject,method,lambda_stability,band,mean_score,session_std,weight
sub-009,Stable-FBCSP,0.5,20-24Hz,0.4960144927536232,0.03781879823163263,0.2607112280197519
sub-009,Stable-FBCSP,0.5,24-28Hz,0.47834239130434775,0.10029621107641824,0.03523445539423711
sub-009,Stable-FBCSP,0.5,28-32Hz,0.5147282608695652,0.10920017421325005,0.10618188557270465
sub-009,Stable-FBCSP,0.5,32-36Hz,0.4242844202898551,0.0577412701532166,0.013020627054239902
sub-009,Stable-FBCSP,0.5,36-40Hz,0.49991847826086955,0.05972780961771224,0.1853146570382582
sub-010,FBCSP-equal,0.5,4-8Hz,0.5112145915678524,0.023404182052697065,1.0
sub-010,FBCSP-equal,0.5,8-12Hz,0.5219762845849802,0.033655099448423625,1.0
sub-010,FBCSP-equal,0.5,12-16Hz,0.4914048089591568,0.03411826738728123,1.0
sub-010,FBCSP-equal,0.5,16-20Hz,0.4842078392621871,0.033395193454903396,1.0
sub-010,FBCSP-equal,0.5,20-24Hz,0.49038619894598157,0.04116873139805335,1.0
sub-010,FBCSP-equal,0.5,24-28Hz,0.5217679512516469,0.03674623852578237,1.0
sub-010,FBCSP-equal,0.5,28-32Hz,0.5051959815546772,0.045381924233401434,1.0
sub-010,FBCSP-equal,0.5,32-36Hz,0.5157979249011858,0.06776432635215658,1.0
sub-010,FBCSP-equal,0.5,36-40Hz,0.4733563899868248,0.05500989503125372,1.0
sub-010,FBCSP-discriminative-weighted,0.5,4-8Hz,0.5112145915678524,0.023404182052697065,0.12974762049491784
sub-010,FBCSP-discriminative-weighted,0.5,8-12Hz,0.5219762845849802,0.033655099448423625,0.24881157654441252
sub-010,FBCSP-discriminative-weighted,0.5,12-16Hz,0.4914048089591568,0.03411826738728123,0.03913660915046936
sub-010,FBCSP-discriminative-weighted,0.5,16-20Hz,0.4842078392621871,0.033395193454903396,0.025320814332561573
sub-010,FBCSP-discriminative-weighted,0.5,20-24Hz,0.49038619894598157,0.04116873139805335,0.03679751478240709
