family,method,protocol,alignment,seed,n_subjects,elapsed_seconds,device,args,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,macro_f1_mean,macro_f1_std,kappa_mean,kappa_std,epochs_ran_mean,epochs_ran_std,train_seconds_mean,train_seconds_std
alignment_deep_learning,EA+EEGNet-compressed,cross_session_train_1-4_test_5,euclidean_alignment_unsupervised_target,3407,25,47.08368253707886,cuda,"{'subjects': ['1'], 'all_subjects': True, 'epochs': 50, 'batch_size': 64, 'seed': 3407, 'lr': 0.001, 'weight_decay': 0.0001, 'dropout': 0.5, 'patience': 10, 'min_delta': 0.0001, 'val_fraction': 0.2, 'amp': True, 'tag': 'compressed50'}",0.5737532985925317,0.1020077491782764,0.5747928143194885,0.10230130508908183,0.5597585440761715,0.11325472369523842,0.1490083071678912,0.2041664743481852,24.04,11.591951230631249,1.391139211654663,0.6028922993054655
