family,method,protocol,alignment,seed,n_subjects,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,macro_f1_mean,macro_f1_std,kappa_mean,kappa_std,epochs_ran_mean,epochs_ran_std,train_seconds_mean,train_seconds_std
alignment_deep_learning,EA+EEGNet-compressed,cross_session_train_1-4_test_5,euclidean_alignment_unsupervised_target,42,25,0.5802094377252872,0.10924517332014438,0.5813595749758703,0.10865032100903108,0.5737879089634477,0.11290887556644971,0.16249531196590464,0.21710636105846162,25.24,12.748463959761322,1.4775196933746337,0.6832260873352547
alignment_deep_learning,EA+EEGNet-compressed,cross_session_train_1-4_test_5,euclidean_alignment_unsupervised_target,2024,25,0.5787070326385559,0.10403181550678886,0.5783503896852491,0.10405022334494253,0.5621909443026986,0.11839826917568756,0.15660345826149996,0.20798007888609718,23.12,9.934451838593478,1.375948305130005,0.5245856430304292
alignment_deep_learning,EA+EEGNet-compressed,cross_session_train_1-4_test_5,euclidean_alignment_unsupervised_target,3407,25,0.5737532985925317,0.10200774917827639,0.5747928143194885,0.10230130508908183,0.5597585440761716,0.11325472369523844,0.1490083071678912,0.2041664743481852,24.04,11.591951230631249,1.391139211654663,0.6028922993054656
