method,protocol,seed,n_subjects,elapsed_seconds,device,args,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,macro_f1_mean,macro_f1_std,kappa_mean,kappa_std,epochs_ran_mean,epochs_ran_std,train_seconds_mean,train_seconds_std
EEGNet-compressed,cross_session_train_1-4_test_5,3407,25,51.450950384140015,cuda,"{'subjects': ['1'], 'all_subjects': True, 'epochs': 50, 'batch_size': 64, 'seed': 3407, 'lr': 0.001, 'weight_decay': 0.0001, 'dropout': 0.5, 'patience': 10, 'min_delta': 0.0001, 'val_fraction': 0.2, 'cpu': False, 'amp': True, 'save_checkpoints': False, 'tag': 'compressed50'}",0.5697714037553832,0.1145449402076026,0.5696481764077634,0.11481422839903782,0.5514054177096992,0.12724887671443014,0.13912357140446177,0.22942078292433793,23.24,9.631891472256804,1.633433599472046,0.6692417917577635
