method,protocol,seed,n_subjects,elapsed_seconds,device,args,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,macro_f1_mean,macro_f1_std,kappa_mean,kappa_std,epochs_ran_mean,epochs_ran_std,train_seconds_mean,train_seconds_std
EEGNet-compressed,cross_session_train_1-4_test_5,2024,25,50.57189917564392,cuda,"{'subjects': ['1'], 'all_subjects': True, 'epochs': 50, 'batch_size': 64, 'seed': 2024, 'lr': 0.001, 'weight_decay': 0.0001, 'dropout': 0.5, 'patience': 10, 'min_delta': 0.0001, 'val_fraction': 0.2, 'cpu': False, 'amp': True, 'save_checkpoints': False, 'tag': 'compressed50'}",0.5626942617042968,0.09765961455518533,0.563804432569011,0.09750553231818188,0.5547754595903868,0.09945075066972882,0.12743250403965325,0.1934849157809589,22.72,10.093397181656266,1.5984895610809327,0.685389530776713
